,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
67,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,130,5120,70,505,45,Superpower Pokémon,80,1059860,1.6,90,Machamp,75.4,68,65,85,55,fighting,,130.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png
68,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,75,5120,70,300,255,Flower Pokémon,35,1059860,0.7,50,Bellsprout,50.0,69,70,30,40,grass,poison,4.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png
69,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,90,5120,70,390,120,Flycatcher Pokémon,50,1059860,1.0,65,Weepinbell,50.0,70,85,45,55,grass,poison,6.4,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png
70,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,105,5120,70,490,45,Flycatcher Pokémon,65,1059860,1.7,80,Victreebel,50.0,71,100,70,70,grass,poison,15.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png
71,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40,5120,70,335,190,Jellyfish Pokémon,35,1250000,0.9,40,Tentacool,50.0,72,50,100,70,water,poison,45.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png
72,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,70,5120,70,515,60,Jellyfish Pokémon,65,1250000,1.6,80,Tentacruel,50.0,73,80,120,100,water,poison,55.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80,3840,70,300,255,Rock Pokémon,100,1059860,,40,Geodude,50.0,74,30,30,20,rock,ground,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95,3840,70,390,120,Rock Pokémon,115,1059860,,55,Graveler,50.0,75,45,45,35,rock,ground,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png
75,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120,3840,70,495,45,Megaton Pokémon,130,1059860,,80,Golem,50.0,76,55,65,45,rock,ground,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png
76,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,410,190,Fire Horse Pokémon,55,1000000,1.0,50,Ponyta,50.0,77,65,65,90,fire,,30.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png
77,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100,5120,70,500,60,Fire Horse Pokémon,70,1000000,1.7,65,Rapidash,50.0,78,80,80,105,fire,,95.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png
78,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65,5120,70,315,190,Dopey Pokémon,65,1000000,1.2,90,Slowpoke,50.0,79,40,40,15,water,psychic,36.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png
79,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,590,75,Hermit Crab Pokémon,180,1000000,1.6,95,Slowbro,50.0,80,130,80,30,water,psychic,78.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png
80,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35,5120,70,325,190,Magnet Pokémon,70,1000000,0.3,25,Magnemite,,81,95,55,45,electric,steel,6.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
81,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60,5120,70,465,60,Magnet Pokémon,95,1000000,1.0,50,Magneton,,82,120,70,70,electric,steel,60.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
82,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90,5120,70,377,45,Wild Duck Pokémon,55,1000000,0.8,52,Farfetch'd,50.0,83,58,62,60,normal,flying,15.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
83,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,5120,70,310,190,Twin Bird Pokémon,45,1000000,1.4,35,Doduo,50.0,84,35,35,75,normal,flying,39.2,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
84,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110,5120,70,470,45,Triple Bird Pokémon,70,1000000,1.8,60,Dodrio,50.0,85,60,60,110,normal,flying,85.2,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
85,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,325,190,Sea Lion Pokémon,55,1000000,1.1,65,Seel,50.0,86,45,70,45,water,,90.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png
86,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,475,75,Sea Lion Pokémon,80,1000000,1.7,90,Dewgong,50.0,87,70,95,70,water,ice,120.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80,5120,70,325,190,Sludge Pokémon,50,1000000,,80,Grimer,50.0,88,40,50,25,poison,poison,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
88,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105,5120,70,500,75,Sludge Pokémon,75,1000000,,105,Muk,50.0,89,65,100,50,poison,poison,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png
89,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,305,190,Bivalve Pokémon,100,1250000,0.3,30,Shellder,50.0,90,45,25,40,water,,4.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png
90,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95,5120,70,525,60,Bivalve Pokémon,180,1250000,1.5,50,Cloyster,50.0,91,85,45,70,water,ice,132.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
91,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35,5120,70,310,190,Gas Pokémon,30,1059860,1.3,30,Gastly,50.0,92,100,35,80,ghost,poison,0.1,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
92,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,70,405,90,Gas Pokémon,45,1059860,1.6,45,Haunter,50.0,93,115,55,95,ghost,poison,0.1,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
93,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45,Shadow Pokémon,80,1059860,1.5,60,Gengar,50.0,94,170,95,130,ghost,poison,40.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
94,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45,Rock Snake Pokémon,160,1000000,8.8,35,Onix,50.0,95,30,45,70,rock,ground,210.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png
95,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190,Hypnosis Pokémon,45,1000000,1.0,60,Drowzee,50.0,96,43,90,42,psychic,,32.4,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
96,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1.6,85,Hypno,50.0,97,73,115,67,psychic,,75.6,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225,River Crab Pokémon,90,1000000,0.4,30,Krabby,50.0,98,25,25,50,water,,6.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
98,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60,Pincer Pokémon,115,1000000,1.3,55,Kingler,50.0,99,50,50,75,water,,60.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
99,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,Voltorb,,100,55,55,100,electric,,10.4,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
100,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,Electrode,,101,80,80,150,electric,,66.6,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
101,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,Exeggcute,50.0,102,60,45,40,grass,psychic,2.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
102,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,,95,Exeggutor,50.0,103,125,75,45,grass,psychic,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
103,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,Cubone,50.0,104,40,50,35,ground,,6.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
104,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,,60,Marowak,50.0,105,50,80,45,ground,fire,,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
105,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,Hitmonlee,100.0,106,35,110,87,fighting,,49.8,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
106,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,Hitmonchan,100.0,107,35,110,76,fighting,,50.2,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
107,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,Lickitung,50.0,108,60,75,30,normal,,65.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
108,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,Koffing,50.0,109,60,45,35,poison,,1.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
109,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,Weezing,50.0,110,85,70,60,poison,,9.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
110,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120,Spikes Pokémon,95,1250000,1.0,80,Rhyhorn,50.0,111,30,30,25,ground,rock,115.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
111,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Rhydon,50.0,112,45,45,40,ground,rock,120.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
112,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,Chansey,0.0,113,35,105,50,normal,,34.6,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
113,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,1.0,65,Tangela,50.0,114,100,40,60,grass,,35.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
114,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,Kangaskhan,0.0,115,60,100,100,normal,,80.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
115,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,Horsea,50.0,116,70,25,60,water,,8.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
116,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,Seadra,50.0,117,95,45,85,water,,25.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
117,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,Goldeen,50.0,118,35,50,63,water,,15.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
118,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,Seaking,50.0,119,65,80,68,water,,39.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
119,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,Staryu,,120,70,55,85,water,,34.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
120,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,Starmie,,121,100,85,115,water,psychic,80.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
121,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,45,Barrier Pokémon,65,1000000,1.3,40,Mr. Mime,50.0,122,100,120,90,psychic,fairy,54.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
122,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Scyther,50.0,123,55,80,105,bug,flying,56.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
123,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,Jynx,0.0,124,115,95,95,ice,psychic,40.6,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
124,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Electabuzz,75.4,125,95,85,105,electric,,30.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
125,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Magmar,75.4,126,100,85,93,fire,,44.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
126,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,Pinsir,50.0,127,65,90,105,bug,,55.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
127,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,Tauros,100.0,128,40,70,110,normal,,88.4,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
128,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,Magikarp,50.0,129,15,20,80,water,,10.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
129,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,Gyarados,50.0,130,70,130,81,water,flying,235.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
130,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,Lapras,50.0,131,85,95,60,water,ice,220.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
131,"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,Ditto,,132,48,48,48,normal,,4.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
132,"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,Eevee,88.1,133,45,65,55,normal,,6.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
133,"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1.0,130,Vaporeon,88.1,134,110,95,65,water,,29.0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
134,"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,Jolteon,88.1,135,110,95,130,electric,,24.5,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
